name,category,website,phone,address,mapsUrl,rating,reviews,priority,email,notes,websiteScore
"MAGIC PROPERTY","real estate agency","https://magicpropertybkk.com/","+66 2 011 1588","1000/219, 2nd floor, liberty plaza, Thong Lo, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJzyeLnrKf4jARPJ5wv658g1E","5","113","NORMAL","","","9"
"Housing Bangkok","real estate agency","https://housingbangkok.com/","+66 63 264 1093","25 fl, Sirinrat Building, 3388 Rama IV Rd, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJDzcTiMWf4jARSO7rYg2u1aw","5","2","NORMAL","","","10"
"BKKhappyhome Real Estate Agency","real estate agency","http://www.bkkhappyhome.com/","+66 92 878 6592","","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJtwGM2vMGVYURBmHWvWeFjDU","5","99","NORMAL","","","6"
"Siam Real Estate Bangkok","real estate agency","http://www.siamrealestate.com/","+66 2 666 4968","20th Fl , United Business Centre II (UBCII) Building, 591 Sukhumvit Rd, North, Klongton, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJye1K4uWe4jARlzdEuNgvAYw","4.7","13","NORMAL","","","6"
"Home Finder Bangkok","real estate agency","http://www.homefinderbangkok.com/","+66 95 774 2820","Summer Hill, 3/F, 1106 Sukhumvit Rd, Prakhanong, Klongtoey, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJnwGtg-ae4jARJrSoypv59pk","5","90","NORMAL","","","7"
"Amazing Properties Bangkok","real estate agency","https://amazingproperties.org/","+66 96 996 3696","312, 5 Sukhumvit Alley 22, Klongtoey, Khlong Toei, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ_____y-b4jAR3ONJYjTWMqQ","4.6","36","NORMAL","","","10"
"REMAX Thailand","real estate agency","https://remax.co.th/","+66 2 038 5868","Nasa street shopping mall, 2nd Floor, Ramkhamhaeng Rd, Suan Luang, Bangkok 10250, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ071foNphHTER01B-f2sVjdM","4.8","62","NORMAL","","","7"
"Accom Asia Real Estate Agency - Match Your Desire with Properties to BUY - SALE - RENT - INVEST Since 2002","real estate agency","https://www.accomasia.co.th/","+66 81 422 1412","Rama 4 3388/93 Sirinrat Building, floor, 25 Rama IV Rd, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJhy_H8wef4jARawfXZUGBiAc","4.7","116","NORMAL","","","9"
"Citadel Real Estate Co., Ltd","real estate agency","https://citadel.co.th/","+66 83 489 8000","The River Condominium, 110 Charoennakhorn road 1st Floor, Tower B, North Tower, Khlong Ton Sai, Khlong San, Bangkok 10600, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJW9QE3ruZ4jARHtWbr1eDJ3A","4.7","54","NORMAL","","","10"
"1D Property Co Ltd","real estate agency","http://www.1dproperty.com/","+66 86 413 0974","101, 8 Bang Na-Trat 33, Bang Na Nuea, Bang Na, Bangkok 10260, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ29Hckbqf4jARZSHUesGbmXA","5","48","NORMAL","","","8"
"PIMACCOUNTING","accounting firm","https://www.pimaccounting.com/","+66 92 609 7226","682/6 Sukhumvit Rd, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJH1W4hvGf4jARjQdntrn58T0","4.9","22","NORMAL","","","10"
"HLB Thailand","accounting firm","https://www.hlbthai.com/","+66 2 260 7290","191/70-73 CTI Tower, 14 Floor, New Rachadapisek Road,, Klongtoey, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJo4rvgR2f4jARLDvDuU_kxuY","4.5","15","NORMAL","","","10"
"EFBS (Thailand) Limited - สำนักงานบัญชี (Accounting firm)","accounting firm","http://efbs-group.com/","+66 95 491 3197","30th Floor, Singha Complex, 1788 New Petchaburi Rd, Bangkapi, Huai Khwang, Bangkok 10310, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJr6b-tSGf4jARQLrnkMJXsPA","5","40","NORMAL","","","8"
"B-ACCOUNTING Co., LTD","accounting firm","https://b-accounting.com/","+66 2 026 3290","92, 44 N Sathon Rd, Si Lom, Bang Rak, Bangkok 10500, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ72d2D92e4jAR_JjNGd-vKlI","4.8","16","NORMAL","","","10"
"YPN ACCOUNTING CO., LTD.","accounting firm","https://ypnaccounting.com/","+66 64 229 2953","725, S - Metro Building, 20th Floor, Sukhumvit Road Khlong Tan Nuea Sub-district, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJfwt4y8qf4jAR1siflsRbNM4","5","17","NORMAL","","","10"
"Plizz (Thailand) Co., Ltd.","accounting firm","http://www.plizz.co/","+66 2 821 5100","Floor 11, Green Tower, 3656/35, Khlong Tan, KlongToei, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJq6P-vLuf4jAR3D3lFbZTNFs","4.4","78","NORMAL","","","7"
"Baker Tilly Thailand","accounting firm","https://www.bakertilly.co.th/","+66 2 679 5400","Sathorn City Tower, 175 S Sathon Rd, Thung Maha Mek, Sathon, Bangkok 10120, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJFygTO82Y4jAR_O3TKAiTLag","4.8","5","NORMAL","","","9"
"Siam International Accounting Management Ltd.","accounting firm","https://www.siamtaxtreaties.com/","+66 2 391 3906","Office 446/17, Park Avenue Plaza, Soi 20, 1 Sukhumvit 71 Rd, Prakanong Nua, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJnV1GJLaf4jAR56uH0wI9y1s","5","33","NORMAL","","","5"
"Jinda Outsourcing Co. Ltd.","accounting firm","https://jinda.co.th/","+66 62 312 5618","No, 8 Naradhiwas Rajanagarindra Rd, Yan Nawa, Sathon, Bangkok 10120, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJLVvcES2f4jARBeU6PWi25qo","4.9","36","NORMAL","","","10"
"BDO in Thailand","accounting firm","http://www.bdo.th/","+66 2 180 6300","42nd Floor, Exchange Tower, 388 Sukhumvit Rd, Klongtoey District, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJddx9B-mf4jARZs1YjOWeSwA","4.4","8","NORMAL","","","6"
"Kreston Thailand","accounting firm","https://www.kreston-thailand.com/contact-us/","+66 2 109 9623","100/30-100/33, Sathorn Nakorn Tower 19th-20th Floor, Room, 437 N Sathon Rd, Si Lom, Bang Rak, Bangkok 10500, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJP1YZAHIzZkQRYyCWv_K5oF8","5","7","NORMAL","","","9"
"MSN Audit Ltd.","accounting firm","http://www.msnagroup.com/","+66 2 643 8600","65/62 Chamnan Phenjati Business Center Building, Huai Khwang, Bangkok 10310, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJX9EhsIye4jARGOIegiuDCpo","5","13","NORMAL","","","6"
"FlowAccount Co., Ltd.","accounting firm","http://www.flowaccount.com/","+66 2 026 8989","141/12 ชั้น 11 ยูนิต 12B, อาคารสกุลไทย, Surawong Rd, Suriya Wong, Bang Rak, Bangkok 10500, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ970SFqWZ4jARZ3VDhuEo4Z4","4.9","2360","NORMAL","","","8"
"Panwa Group Accounting & Corporate","accounting firm","http://www.companythailand.net/","+66 2 933 9000","1560 Lat Phrao Rd, Khwaeng Wang Thonglang, Khet Wang Thonglang, Bangkok 10310, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ_f6ItMad4jARnKUZrynCWV8","4.6","57","NORMAL","","","7"
"PKF Thailand","accounting firm","http://www.pkf.co.th/","+66 2 108 1591","98 อาคาร สาทร ส แคว ร์ ออฟฟิศ ทาวเวอร์ ชั้น 28 ยูนิต 2812 ถนน สาทร เหนือ แขวง, Si Lom Rd, 10500, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ13OpTs2Y4jARBv36UW8Dtxg","3","6","NORMAL","","","8"
"Bangkok Business Service Center Co., Ltd. (BBSC)","accounting firm","https://bbsclegal.com/","+66 92 265 1046","Bangnamjued, 99/563-564, Mueang Samut Sakhon District, Samut Sakhon 74000, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJt8IV3aq74jARFfoYeeAmJOE","5","3","NORMAL","","","10"
"Grant Thornton Thailand","accounting firm","http://www.grantthornton.co.th/","+66 2 205 8222","11th Floor, Capital Tower All Seasons Place, 87/1 Witthayu Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ6-_W9tWe4jARtPunX4XgzQg","4.9","14","NORMAL","","","8"
"Baan Banchi.com","accounting firm","https://baanbanchi.com/","+66 2 635 6159","30-38, K.B.S. Building, Unit # 306, 3rd Floor, Mahesak Road # 3, Suriyawong, Bang Rak, Bangkok 10500, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJBQz2YE2f4jARXOxX19qwXM0","5","20","NORMAL","","","10"
"AHHA-泰国共感律师会计师联合事务所/泰国注册公司，泰国会计，泰国审计，泰国税务/Empathy Consulting ( Thailand) PCL.","accounting firm","http://www.ahha.co.th/","+66 2 276 8607","No.240/31 , 17th floor, Ayothaya tower, Ratchadaphisek Rd, Khwaeng Huai Khwang, Huai Khwang, Bangkok 10310, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJRVGYVSuc4jARMgaSDceSYqM","4.9","39","NORMAL","","","5"
"JC ACCOUNTING","accounting firm","https://www.accounting-service.co.th/","+66 95 750 0888","33 Floor, Interchange 21, 399, Sukhumvit Rd, 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJx6-gK_2e4jARCz3DrT8yu40","","","NORMAL","","","9"
"SO/ SPA at SO/ Bangkok","spa","https://www.so-bangkok.com/wellness-bangkok/","+66 2 624 0000","2 North, Sathorn, S Sathon Rd, Bang Rak, Bangkok 10500, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJEaFCIZyZ4jARylpZDsHOgw0","4.9","347","NORMAL","","","10"
"So Thai Spa","spa","http://www.sothaispabkk.com/","+66 2 117 9451","181, 16 Surawong Rd, Suriya Wong, Bang Rak, Bangkok 10500, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ_T1BvdWZ4jAR5Bzk9oYHsnw","4.9","3832","NORMAL","","","7"
"Banyan Tree Spa Bangkok","spa","https://www.banyantree.com/spa/banyan-tree-spa-bangkok","+66 2 679 1200","21/100 S Sathon Rd, Thung Maha Mek, Sathon, Bangkok 10120, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJW4d290if4jARWAi7kS3nfFg","4.9","72","NORMAL","","","10"
"Spa Burasari Bangkok","spa","","+66 2 221 2121","479 Yaowarat Rd, Samphanthawong, Bangkok 10100, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJwXZGMTWZ4jAR1aViELYsqvg","4.9","284","HIGH","","",""
"Ikigai Spa Bangkok","spa","","+66 96 639 8747","Craftsman, 34-36 Soi Phahon Yothin 11, Phaya Thai, Bangkok 10400, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJdwCq4kqd4jARTfkcrQrKb_w","5","1100","HIGH","","",""
"City of Massage","spa","http://www.cityofmassage.com/","+66 95 710 8537","23 Ratchadamri Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJOSu1-vWf4jARav0yZ7KGfk0","4.8","4100","NORMAL","","","7"
"Oasis Spa (Bangkok, Sukhumvit 31)","spa","https://oasisspa.net/en/destination/bangkok/Sukhumvit31/?utm_source=mamgbp&utm_medium=gbp&utm_campaign=s31","+66 2 262 2122","64 Sukhumvit 31 Yaek 4, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJx_Ufxfue4jARAqAsjT-w07w","4.6","2088","NORMAL","","","10"
"Erawan Thai Massage and Head Spa Bangkok (Old Town)","spa","https://www.erawanthaibangkok.com/boriphat-branch","+66 97 974 7270","178 Boriphat Rd, Ban Bat, Pom Prap Sattru Phai, Bangkok 10100, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJOZgwy8GZ4jARLnDomrXkMgQ","4.8","374","NORMAL","","","10"
"Heavena Wellness & Spa (Ploenchit, Sivatel Hotel) - Massage, Thai Massage, Spa, นวด, นวดไทย, สปา, 按摩, 마사지","spa","https://heavenawellness.com/","+66 82 801 8000","8th Floor, of Sivatel Hotel, 53 Witthayu Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJPd9s00if4jARBHotNXYGDnI","5","521","NORMAL","","","10"
"Once Upon A Thai Spa (Phrom Phong)","spa","https://www.onceuponathaispa.com/visit-phromphong","+66 92 292 9799","8, 7 Soi Bannasan, Khlongton Khlongtoey, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJQ8bhvJyf4jARNVgpZ9-YHNA","4.9","4448","NORMAL","","","10"
"Darin Beauty and Spa","spa","https://m.facebook.com/DarinBeauty/","+66 88 252 4955","303 Thanon Ram Buttri, Khwaeng Talat Yot, Khet Phra Nakhon, Bangkok 10200, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJNcQwMG2Z4jARNqFCP7iKing","4.6","2585","HIGH","","",""
"PAÑPURI ORGANIC SPA at Park Hyatt Bangkok","spa","https://www.panpuri.com/organicspa/park-hyatt-bangkok","+66 2 011 7462","Park Hyatt Bangkok, 11th floor, 88 (Central Embassy, Witthayu Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJx5zsntye4jARcQ9l6fKyJNs","4.8","191","NORMAL","","","8"
"TREASURE Spa & Massage @BTS Siam - SQ1","spa","https://treasurespa.com/","+66 95 738 4538","Siam Square One, Floor 6 Room SS6009, 388 Rama I Rd, Bangkok 10330, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJhQqs9tKe4jARvpMx1zPr-vI","4.8","2401","NORMAL","","","10"
"amaranth spa at Kimpton Maa-Lai Bangkok","spa","https://www.kimptonmaalaibangkok.com/facilities/amaranth-spa/","+66 2 056 9999","Kimpton Maa-Lai Bangkok, 78 Soi Ton Son, Lumphini, Pathum Wan, Bangkok 10330, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJtwy9sKuf4jARbr7ARpbSAsI","4.9","412","NORMAL","","","10"
"BHU MHAI ONE BANGKOK: Spa & Massage : Lumpini , Pathumwan","spa","http://www.bhumhai.com/","+66 65 968 2555","Witthayu Rd, Lumphini, Pathum Wan, Bangkok 10600, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ_z-IQ8Sf4jARNKm59BKrsH4","5","34","NORMAL","","","8"
"Makkha Health & Spa Bangkok (BTS Asok)","spa","https://www.makkhahealthandspa.com/","+66 65 365 3650","425 Sukhumvit Rd, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ0W_1_ZCf4jAR4SVPkx1VBwg","4.8","2543","NORMAL","","","10"
"Heavena Wellness & Spa (Ramada plaza riverside hotel) - Massage, Thai Massage, Spa, นวด, นวดไทย, สปา, 按摩, 마사지","spa","https://heavenawellness.com/","+66 96 242 8299","3rd Floor, Ramada Plaza Menam Riverside Hotel, 2074 ถ. เจริญกรุง, Wat Phraya Krai, Bang Kho Laem, Bangkok 10120, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJxSxbxyOZ4jARjB050TcHXwk","5","740","NORMAL","","","10"
"Le Spa at Pullman Bangkok King Power","spa","http://www.pullmanbangkokkingpower.com/spa-and-fitness/spa-in-bangkok/","+66 2 680 9999","8, 2 Rang Nam Alley, Thanon Phaya Thai, Ratchathewi, Bangkok 10400, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJy-VEGc2e4jARJ2SWpKpsE5o","4.9","213","NORMAL","","","8"
"Makkha Health & Spa Bangkok (Sukhumvit 33)","spa","https://www.makkhahealthandspa.com/?utm_source=mamgbp&utm_medium=gbp&utm_campaign=sukhumvit33","+66 92 646 4958","7/7 Sukhumvit 33 Alley, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJMxlRybOf4jARmeseMKYhVL8","4.8","1575","NORMAL","","","10"
"Breeze Spa at Amari Bangkok","spa","https://www.breeze-spa.com/amari-bangkok/?utm_source=google&utm_medium=gmb&utm_campaign=awb","+66 2 653 9000","847 Petchburi Road,, Phaya Thai, Ratchathewi, Bangkok 10400, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJSb1gUs-e4jARoO6upKBmrZg","4.6","79","NORMAL","","","10"
"Watchara MuayThai Gym","muay thai gym","http://www.watcharagym.com/","+66 81 874 5566","9 Sukhumvit 1 Alley, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ_3r5Qd2e4jAREbauYzb3nmw","4.8","314","NORMAL","","","8"
"Krudam Muay Thai School","muay thai gym","https://krudamgym.com/classes/","+66 84 108 6652","67 Sukhumvit Rd, Phra Khanong, Khlong Toei, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJvwfOfAGf4jARzPu8QtMZs_c","4.8","262","HIGH","","",""
"Muay Thai Academy M.T.A","muay thai gym","https://www.muaythaiacademymta.com/","+66 90 983 6459","Rama 4, Thang Rotfai Sai Kao Pak Nam Rd, Sai Kao Pak Nam Rd, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJZf8uOg6f4jARxs9GuOUiBpk","4.9","62","NORMAL","","","9"
"Bangkok Fight Lab - Jiu-Jitsu MMA & Muay Thai","muay thai gym","http://www.bangkokfightlab.com/","+66 2 013 1087","137 Sukhumvit 50 Aly, Khlong Toei, Bangkok 102600, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJo61msgqf4jARM6SugkWeVdM","4.7","271","NORMAL","","","8"
"Elite Fight Club","muay thai gym","http://www.elitefightclub.com/","+66 2 661 3546","758/22 วอเตอร์ไดมอนด์ ทาวเวอร์, Sukhumvit 30/1 Alley, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJk6zBNwef4jARCQ5MmV1odd0","4.7","218","NORMAL","","","8"
"WIT Muaythai Gym","muay thai gym","https://witmuaythai.com/","+66 62 409 8657","2nd FL, 39-41 Sukhumvit 39, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJNXxhKwCf4jARLRTtgXb_1oI","5","144","NORMAL","","","10"
"Khongsittha Muay Thai (คงสิทธา)","muay thai gym","http://www.kstmuaythai.com/","+66 2 932 9911","23 Sukhonthasawat Rd, Khwaeng Lat Phrao, Khet Lat Phrao, Krung Thep Maha Nakhon 10230, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJL0YWsoKd4jARLpst8aK8XJQ","4.9","349","NORMAL","","","8"
"FUSE GYM Kickboxing & Muay Thai","muay thai gym","https://www.instagram.com/fusegym.bkk","","145 Building 3, 3rd Floor, Room No. RQ.3 302, Soi Sukhumvit 49 (Central), Khlong Tan Nuea Subdistrict, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJRdHRd4yf4jARGrXQDO97I0o","5","59","NORMAL","","","9"
"RSM Rajadamnern Singha Muay Thai Academy","muay thai gym","https://www.facebook.com/RsmAcademy/?ref=bookmarks","+66 2 661 6292","Jasmine City (2nd Floor) Klongtoey Nua, Wattana,, 23 Sukhumvit Rd, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJEY860eKe4jARhHG9oQ8UEho","4.4","71","NORMAL","","","10"
"Project H Muay-Thai Gym (Samyan Mitrtown)","muay thai gym","https://www.metahgym.com/","+66 63 916 6356","944/1 ห้องเลขที่ 3, ยู019-3ยู021, ชั้นที่3, Wang Mai, Pathum Wan, Bangkok 10330, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ9T392jmZ4jARuqv-kdSwUVs","5","246","NORMAL","","","9"
"PK. Saenchai Muay Thai Gym","muay thai gym","https://www.facebook.com/P.K.Saenchaimuaythaigym/","+66 62 525 6591","3713, 31 ซอยตรอกนอกเขต, Bang Khlo, Bang Kho Laem, Bangkok 10120, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJEdZs0K6Y4jAReYL3TF5jZgY","4.8","245","NORMAL","","","10"
"Yokkao Training Center Bangkok & Store","muay thai gym","http://www.yokkao.com/pages/bangkok","+66 92 829 7688","190, 190/1 Soi Sukhumvit 16, Khlong Toei, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJY3QAYhyf4jARQlQC-j46aTI","4.6","372","NORMAL","","","7"
"Thonglor Muay Thai","muay thai gym","https://www.facebook.com/profile.php?id=100066941726021&mibextid=LQQJ4d","+66 94 495 5576","416, 19 Thong Lo 14 Alley, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJob1Qqd6f4jARA1SIra14044","4.8","229","NORMAL","","","10"
"Master Toddy Muay Thai","muay thai gym","http://mastertoddy.com/","+66 84 499 8994","Subdistrict, 55, Bearing District 103-109, Sukhumvit 107 Road Sam Rong Nua, Bangkok, Samut Prakan 10270, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJaTdaG3Gg4jARdkcN0cz9huA","4.6","115","NORMAL","","","7"
"Petchyindee Kingdom","muay thai gym","https://www.facebook.com/share/gdsoQZHWUFyAy796/?mibextid=LQQJ4d","+66 96 786 6642","36/36 Charan Sanitwong 34 Alley, Arun Amarin, Bangkok Noi, Bangkok 10700, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJY8tjZJyZ4jARtIqRxU0jYH0","4.7","60","NORMAL","","","10"
"Sangmorakot Muay Thai Academy","muay thai gym","https://www.facebook.com/profile.php?id=100031943452947&mibextid=LQQJ4d","+66 98 962 4615","21 Damrong Rak Rd, Khlong Maha Nak, Pom Prap Sattru Phai, Bangkok 10100, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJsX2OAD-Z4jARH_GAahfyonY","4.5","106","NORMAL","","","10"
"หมัดเด็ดมวยไทยยิม MATDET Muay Thai Gym","muay thai gym","https://matdetmuaythaigym.com/?utm_source=google&utm_medium=gbp&utm_campaign=local-search","+66 2 003 2267","B Pro Bangna, 63 Soi Bang Na-Trat 23, Bang Na Nuea, Bang Na, Bangkok 10260, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJAx3WL-9fHTERFQ4T-3KMzbM","4.9","430","NORMAL","","","10"
"Chuwattana gym","muay thai gym","https://www.facebook.com/pages/Chuwattana-Muay-Thai-Gym/152488104818774","+66 2 224 5067","10100, 258/5 Maha Chak Rd, Pom Prap, Pom Prap Sattru Phai, Bangkok 10100, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJYRF9siKZ4jARfJywh10QQ7Q","4.8","69","NORMAL","","","9"
"Rachanon Boxing Muay Thai Training Camp ค่ายมวย ราชานนท์","muay thai gym","https://www.facebook.com/rachanonmuaythaitrainingcamp","+66 82 659 1718","Permsin Soi16, Phahonyothin 54/1, Klongthanon, Sai Mai, Bangkok 10220, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ_zOQCWJ9HTERdVfzjRkz6Ls","4.9","21","NORMAL","","","10"
"Rajadamnern Muay Thai Stadium","muay thai gym","https://www.rajadamnern.com/","+66 2 281 4205","8 Ratchadamnoen Nok Rd, เเขวง วัดโสมนัส, Pom Prap Sattru Phai, Bangkok 10100, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJEyraT0CZ4jAREz5xKJKTLDM","4.8","8173","NORMAL","","","9"
"Yogatique Bangkok","yoga studio","https://yogatique.punchpass.com/calendar?date=2026-04-22&embed=true#month","+66 90 321 3136","116/8 Soi Sukhumvit 23, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJxyLlnPye4jAR9E4bwK6NnNI","4.8","137","NORMAL","","","9"
"The Green Room Yoga","yoga studio","http://www.thegreenroomyoga.com/","+66 2 544 0022","29 Sukhumvit 31, Khlong Toei Nuea, Klongtoey, Bangkok 10110, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJGyMhccCf4jAR1kcETt3wRJg","4.9","282","NORMAL","","","7"
"YogaSutra Studio","yoga studio","http://www.yogasutrathai.com/","+66 94 635 9494","70/100 North Sathorn Rd., Fl 32 Sathorn Nakhon Tower Bldg, Si Lom, Bang Rak, Bangkok 10500, Thailand","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJpy4xujKf4jARk4SXQgGfmpk","4.7","78","NORMAL","","","8"
